Cust. ID,Arrival Time,Start Execution,Server ID,Exit System,Waiting Time,Turaround Time
365,3854.02,3854.02,0,3854.62,0,0.599999999999909
366,3856.17,3856.17,0,3856.73,0,0.559999999999945
367,3869.87,3869.87,0,3870.64,0,0.769999999999982
368,3871.82,3871.82,0,3872.04,0,0.2199999999998
369,3900.97,3900.97,0,3901.5,0,0.5300000000002
370,3917.32,3917.32,0,3917.58,0,0.259999999999764
371,3926.98,3926.98,0,3928.62,0,1.63999999999987
372,3948.6,3948.6,0,3952.15,0,3.55000000000018
373,3957.14,3957.14,0,3957.4,0,0.260000000000218
374,3962.65,3962.65,0,3963.52,0,0.869999999999891
375,3974.37,3974.37,0,3974.73,0,0.360000000000127
376,3981.28,3981.28,0,3982.46,0,1.17999999999984
377,3982.33,3982.46,0,3983.57,0.130000000000109,1.24000000000024
378,3988.48,3988.48,0,3988.79,0,0.309999999999945
379,3990.45,3990.45,0,3990.83,0,0.380000000000109
380,4002.48,4002.48,0,4002.87,0,0.389999999999873
381,4003.88,4003.88,0,4004.54,0,0.659999999999855
382,4004.01,4004.54,0,4005.66,0.529999999999745,1.64999999999964
383,4009.72,4009.72,0,4009.82,0,0.100000000000364
384,4014.81,4014.81,0,4015.34,0,0.5300000000002
385,4020.12,4020.12,0,4020.62,0,0.5
386,4021.97,4021.97,0,4022.35,0,0.380000000000109
387,4041.69,4041.69,0,4041.86,0,0.170000000000073
388,4044.64,4044.64,0,4045.32,0,0.680000000000291
389,4066.86,4066.86,0,4068.08,0,1.2199999999998
390,4081.36,4081.36,0,4081.51,0,0.150000000000091
391,4110.88,4110.88,0,4111.52,0,0.640000000000327
392,4111.78,4111.78,0,4112.09,0,0.3100000000004
393,4116.87,4116.87,0,4117.58,0,0.710000000000036
394,4118.72,4118.72,0,4119.51,0,0.789999999999964
395,4119.92,4119.92,0,4120.01,0,0.090000000000146
396,4120.6,4120.6,0,4120.78,0,0.179999999999382
397,4120.67,4120.78,0,4120.86,0.109999999999673,0.1899999999996
398,4124.38,4124.38,0,4124.84,0,0.460000000000036
399,4140.16,4140.16,0,4142.39,0,2.23000000000047
400,4144.48,4144.48,0,4145.78,0,1.30000000000018
401,4168.27,4168.27,0,4169.05,0,0.779999999999745
402,4211.43,4211.43,0,4211.59,0,0.159999999999854
403,4211.44,4211.59,0,4212.92,0.150000000000546,1.48000000000047
404,4218.51,4218.51,0,4218.68,0,0.170000000000073
405,4223.2,4223.2,0,4224.02,0,0.820000000000618
406,4225.52,4225.52,0,4226.84,0,1.31999999999971
407,4228.66,4228.66,0,4231.45,0,2.78999999999996
408,4250.46,4250.46,0,4251.08,0,0.619999999999891
409,4251.9,4251.9,0,4252.51,0,0.610000000000582
410,4252.64,4252.64,0,4256.53,0,3.88999999999942
411,4265.24,4265.24,0,4267.4,0,2.15999999999985
412,4283.69,4283.69,0,4283.74,0,0.050000000000182
413,4286.14,4286.14,0,4286.88,0,0.739999999999782
414,4292.49,4292.49,0,4295.73,0,3.23999999999978
415,4302.98,4302.98,0,4303.53,0,0.550000000000182
416,4308.07,4308.07,0,4309.05,0,0.980000000000473
417,4309.45,4309.45,0,4309.5,0,0.050000000000182
418,4318.34,4318.34,0,4320.41,0,2.06999999999971
419,4345.02,4345.02,0,4345.12,0,0.099999999999454
420,4360.9,4360.9,0,4361.15,0,0.25
421,4382.84,4382.84,0,4383.21,0,0.369999999999891
422,4382.92,4383.21,0,4383.27,0.289999999999964,0.350000000000364
